x-axis,y-axis,z-axis,sensor,rssi,phase,frequency,room_id,gender,activity
0.58862,0.88191,0.10035,1,-57.5,1.6674,922.75,1,1,0
0.62379,0.85894,0.12315,1,-58.0,1.6889,922.25,1,1,0
0.77622,0.82449,0.19157,1,-58.0,2.1016,921.75,1,1,0
0.61207,0.87042,0.12315,1,-58.5,5.2477,925.75,1,1,0
1.1397,-0.22048,-0.047893,1,-67.5,4.5007,924.25,1,1,1
1.2804,-0.28938,0.031928,1,-68.0,2.2319,923.25,1,1,1
1.128,-0.24344,-0.047893,1,-67.0,1.1428,924.75,1,1,1
1.1397,-0.22048,-0.025087,1,-67.0,0.76392,925.25,1,1,1
1.1397,-0.22048,-0.025087,1,-66.0,1.6751,924.25,1,1,1
0.58862,0.88191,0.10035,1,-58.0,5.8414,925.25,1,1,0
0.72932,0.81301,-0.12771,1,-64.5,5.8215,922.75,1,1,0
1.339,-0.32383,0.054735,1,-68.0,4.3044,924.75,1,1,1
0.58862,0.88191,0.10035,1,-58.0,5.8245,925.25,1,1,0
1.1514,-0.24344,-0.025087,1,-67.0,2.413,923.25,1,1,1
0.58862,0.88191,0.10035,1,-58.0,5.2048,922.25,1,1,0
0.62379,0.87042,0.14596,1,-66.0,5.5791,920.25,1,1,0
0.72932,0.81301,-0.12771,1,-63.0,1.3468,920.25,1,1,0
0.91693,-0.16306,-0.11631,1,-67.5,1.9957,923.75,1,1,1
1.128,-0.24344,-0.047893,1,-67.0,0.50928,922.25,1,1,1
0.037521,0.82449,0.066138,1,-62.0,1.8346,925.25,1,1,0
-0.25561,0.82449,0.066138,1,-65.0,5.2217,921.25,1,1,0
0.62379,0.85894,0.12315,1,-58.0,1.3376,922.75,1,1,0
1.1514,-0.24344,-0.025087,1,-67.5,3.5282,922.25,1,1,1
0.61207,0.87042,0.12315,1,-59.0,5.5944,921.25,1,1,0
0.77622,0.82449,0.19157,1,-58.0,1.7119,922.25,1,1,0
1.0576,-0.20899,-0.070699,1,-68.5,0.91272,924.75,1,1,1
0.72932,0.81301,-0.12771,1,-62.5,5.1849,923.25,1,1,0
0.55344,0.89339,0.13456,1,-66.0,5.1956,921.25,1,1,0
0.68242,0.83597,0.16876,1,-58.0,0.49394,923.75,1,1,0
0.55344,0.88191,0.14596,1,-65.0,4.875,921.25,1,1,0
1.1163,-0.24344,-0.013684,1,-61.5,0.52309,924.75,1,1,1
1.1983,-0.24344,0.0091224,1,-68.5,0.62126,925.25,1,1,1
0.98728,-0.17454,-0.13912,1,-63.0,0.67035,920.75,1,1,1
1.0694,-0.18603,-0.082102,1,-66.5,6.1743,922.75,1,1,1
0.78795,0.81301,0.19157,1,-58.5,1.4358,923.25,1,1,0
1.0107,-0.16306,-0.059296,1,-61.5,1.3944,924.25,1,1,1
1.1749,-0.24344,-0.025087,1,-67.5,4.2967,924.25,1,1,1
0.68242,0.83597,0.20297,1,-58.0,1.2333,923.25,1,1,0
0.55344,0.89339,0.13456,1,-65.5,3.8472,922.75,1,1,0
1.3625,-0.32383,0.043332,1,-68.0,1.2318,924.25,1,1,1
0.51826,0.91636,0.11175,1,-58.0,0.91272,923.75,1,1,0
0.74105,0.82449,0.20297,1,-58.5,2.0049,922.25,1,1,0
0.58862,0.88191,0.10035,1,-59.0,0.38196,920.25,1,1,0
0.51826,0.91636,0.11175,1,-58.5,5.9718,921.25,1,1,0
0.74105,0.82449,0.20297,1,-58.5,4.3412,923.25,1,1,0
0.58862,0.88191,0.10035,1,-57.5,1.6352,922.75,1,1,0
0.61207,0.87042,0.12315,1,-58.0,1.6199,922.25,1,1,0
0.68242,0.83597,0.20297,1,-58.5,0.48934,924.25,1,1,0
0.54171,0.89339,0.18017,1,-58.5,0.51388,923.75,1,1,0
0.55344,0.88191,0.14596,1,-65.5,4.7538,921.75,1,1,0
0.98728,-0.18603,-0.13912,1,-63.5,1.0815,920.25,1,1,1
0.62379,0.87042,0.14596,1,-67.0,4.9962,920.25,1,1,0
1.1163,-0.22048,-0.047893,1,-66.5,1.5493,924.25,1,1,1
0.54171,0.89339,0.18017,1,-58.5,5.9288,925.25,1,1,0
1.339,-0.31234,0.054735,1,-66.5,5.5515,923.75,1,1,1
0.9521,-0.18603,-0.13912,1,-62.0,1.2947,923.75,1,1,1
1.0576,-0.17454,-0.082102,1,-67.0,4.8474,923.75,1,1,1
1.0694,-0.17454,-0.070699,1,-68.5,0.079767,925.75,1,1,1
0.68242,0.83597,0.20297,1,-58.5,0.79614,923.75,1,1,0
-0.021106,0.88191,-0.0022806,1,-57.0,0.84983,920.25,1,1,0
0.72932,0.81301,-0.12771,1,-62.5,0.43872,921.25,1,1,0
0.78795,0.81301,0.19157,1,-58.0,0.099709,924.25,1,1,0
1.1514,-0.25493,-0.025087,1,-66.5,5.622,923.25,1,1,1
1.1163,-0.20899,-0.047893,1,-67.5,6.1068,922.75,1,1,1
0.94038,-0.15158,-0.10491,1,-62.0,5.6251,922.25,1,1,1
0.62379,0.87042,0.14596,1,-64.5,4.9103,921.25,1,1,0
0.54171,0.89339,0.18017,1,-58.0,0.71023,923.75,1,1,0
0.61207,0.87042,0.12315,1,-59.0,2.1767,921.75,1,1,0
0.55344,0.88191,0.14596,1,-66.0,3.907,922.75,1,1,0
0.94038,-0.15158,-0.10491,1,-62.0,0.29913,924.75,1,1,1
1.0342,-0.22048,-0.0022806,1,-67.5,0.92499,920.75,1,1,1
0.62379,0.87042,0.14596,1,-65.0,4.1356,922.25,1,1,0
1.1163,-0.22048,-0.047893,1,-66.5,5.6328,923.25,1,1,1
1.2921,-0.30086,0.020525,1,-67.5,6.1022,922.75,1,1,1
0.61207,0.87042,0.12315,1,-59.5,6.0285,920.75,1,1,0
0.60034,0.87042,0.10035,1,-62.0,5.9687,922.25,1,1,0
0.77622,0.82449,0.19157,1,-58.0,0.59979,923.75,1,1,0
0.62379,0.85894,0.12315,1,-58.0,5.2232,921.75,1,1,0
1.3859,-0.32383,0.054735,1,-68.0,5.4104,923.25,1,1,1
0.55344,0.88191,0.14596,1,-65.5,4.1356,922.25,1,1,0
0.68242,0.83597,0.16876,1,-58.5,0.036816,920.25,1,1,0
-0.25561,0.82449,0.066138,1,-67.0,5.4809,921.25,1,1,0
0.51826,0.91636,0.11175,1,-58.0,5.0437,922.25,1,1,0
0.45964,0.91636,0.13456,2,-57.0,1.1474,923.25,1,1,0
0.43619,0.91636,0.13456,2,-57.5,5.5576,921.25,1,1,0
0.28376,0.99674,0.066138,2,-57.0,1.2901,923.25,1,1,0
0.43619,0.91636,0.13456,2,-57.5,5.0821,922.25,1,1,0
0.23685,0.99674,0.066138,2,-58.0,5.1511,922.75,1,1,0
0.29548,0.97377,0.066138,2,-58.0,4.7538,923.25,1,1,0
0.29548,0.97377,0.066138,2,-59.0,1.3085,924.25,1,1,0
0.23685,0.99674,0.066138,2,-59.0,1.2072,925.25,1,1,0
0.36583,0.93932,0.10035,2,-59.0,0.55223,925.25,1,1,0
0.45964,0.90487,0.14596,2,-58.0,1.014,924.25,1,1,0
0.47136,0.91636,0.11175,2,-58.5,0.42031,924.25,1,1,0
0.33066,0.97377,0.066138,2,-57.0,1.1505,922.75,1,1,0
0.29548,0.97377,0.066138,2,-58.0,1.6429,923.25,1,1,0
0.33066,0.96229,0.088944,2,-57.0,4.5943,922.75,1,1,0
0.45964,0.91636,0.13456,2,-58.0,4.0114,923.75,1,1,0
0.28376,0.99674,0.066138,2,-57.0,1.014,923.75,1,1,0
0.37756,0.95081,0.088944,2,-58.0,0.65501,924.25,1,1,0
0.29548,0.97377,0.066138,2,-57.0,5.6297,921.25,1,1,0
0.37756,0.93932,0.10035,2,-57.5,1.1351,923.75,1,1,0
0.23685,0.99674,0.066138,2,-57.5,0.0092039,920.25,1,1,0
0.45964,0.91636,0.13456,2,-59.5,0.29452,925.25,1,1,0
