x-axis,y-axis,z-axis,sensor,rssi,phase,frequency,room_id,gender,activity
1.0576,-0.025263,-0.16192,1,-56.0,4.8428,921.25,1,1,1
1.0342,-0.01378,-0.18473,1,-56.5,5.26,920.75,1,1,1
1.1397,-0.071196,-0.11631,1,-56.5,4.4593,921.75,1,1,1
0.48309,0.83597,0.066138,1,-59.0,2.2534,920.75,1,1,0
1.0459,-0.01378,-0.17333,1,-56.0,1.2548,921.75,1,1,1
1.2687,-0.12861,-0.059296,1,-58.0,2.0785,924.25,1,1,1
1.1163,-0.048229,-0.12771,1,-56.5,5.3444,920.75,1,1,1
1.0225,-0.0022966,-0.18473,1,-60.5,0.69336,925.75,1,1,1
1.2335,-0.10565,-0.070699,1,-59.0,1.6598,924.75,1,1,1
0.48309,0.89339,0.13456,1,-64.0,1.2625,925.25,1,1,0
0.44791,0.92784,0.12315,1,-63.5,0.42338,922.75,1,1,0
1.1983,0.15847,-0.26455,1,-59.5,6.1543,920.75,1,1,1
1.0694,-0.01378,-0.13912,1,-56.5,4.8704,921.25,1,1,1
1.0811,-0.01378,-0.15052,1,-56.0,4.8704,921.25,1,1,1
1.1983,0.15847,-0.26455,1,-62.5,0.19328,923.75,1,1,1
0.36583,0.97377,0.031928,1,-59.5,0.064427,922.75,1,1,0
0.36583,0.95081,0.043332,1,-61.0,5.7187,920.25,1,1,0
1.2452,-0.11713,-0.082102,1,-56.5,0.74091,922.25,1,1,1
1.2335,-0.094162,-0.059296,1,-60.0,4.7983,922.25,1,1,1
1.1514,-0.059712,-0.11631,1,-56.5,1.7058,921.25,1,1,1
0.49481,0.90487,0.10035,1,-59.5,0.632,922.25,1,1,0
1.1163,-0.036746,-0.13912,1,-56.5,1.2778,921.75,1,1,1
0.34238,0.93932,0.088944,1,-62.5,1.7135,924.75,1,1,0
0.34238,0.97377,0.031928,1,-60.0,5.8613,923.75,1,1,0
0.17823,1.0427,-0.047893,1,-60.0,5.1925,924.25,1,1,0
1.1749,-0.071196,-0.093505,1,-58.0,2.1016,924.25,1,1,1
1.0459,0.0091865,-0.17333,1,-61.0,0.77619,925.75,1,1,1
1.3859,-0.16306,-0.025087,1,-57.0,0.78693,922.25,1,1,1
1.1397,-0.059712,-0.093505,1,-62.5,0.11812,923.75,1,1,1
1.3156,-0.15158,-0.070699,1,-57.5,5.5392,923.75,1,1,1
1.2452,-0.094162,-0.082102,1,-57.5,6.0623,923.25,1,1,1
1.1163,-0.048229,-0.12771,1,-61.0,0.78693,925.75,1,1,1
0.22513,1.0197,-0.03649,1,-60.0,5.1726,920.75,1,1,0
0.17823,1.0427,-0.047893,1,-60.0,5.1925,924.25,1,1,0
1.1397,-0.071196,-0.10491,1,-56.5,5.8675,920.25,1,1,1
1.4094,-0.14009,-0.0022806,1,-60.0,4.8182,922.25,1,1,1
0.77622,0.74411,0.15736,1,-67.0,1.0983,921.25,1,1,0
0.44791,0.90487,0.088944,1,-59.5,5.7601,923.75,1,1,0
1.1866,-0.071196,-0.093505,1,-56.0,1.7472,921.25,1,1,1
0.74105,0.79004,0.14596,1,-67.5,1.0538,921.25,1,1,0
1.3156,-0.14009,-0.059296,1,-57.0,0.25311,922.75,1,1,1
0.69414,0.80152,0.11175,1,-67.5,4.6142,920.75,1,1,0
1.1514,-0.071196,-0.12771,1,-56.5,5.8046,920.25,1,1,1
0.7176,0.79004,0.11175,1,-66.5,4.2921,921.25,1,1,0
1.1749,-0.071196,-0.093505,1,-58.0,2.1016,924.25,1,1,1
0.34238,0.97377,0.031928,1,-60.0,5.8613,923.75,1,1,0
0.96383,0.02067,-0.19613,1,-56.5,5.3214,920.75,1,1,1
1.1163,-0.048229,-0.12771,1,-58.0,5.1849,924.25,1,1,1
1.339,-0.14009,-0.03649,1,-56.5,5.372,920.75,1,1,1
0.31893,0.97377,0.031928,1,-59.5,1.3438,921.25,1,1,0
0.99901,0.0091865,-0.18473,1,-56.5,1.2885,921.75,1,1,1
0.38928,0.96229,0.066138,1,-61.0,0.50161,925.75,1,1,0
0.74105,0.77856,0.13456,1,-67.5,0.59672,921.75,1,1,0
0.74105,0.77856,0.14596,1,-67.0,3.973,921.25,1,1,0
1.2921,-0.12861,-0.059296,1,-56.0,4.8458,921.25,1,1,1
0.7176,0.80152,0.13456,1,-67.5,5.7264,922.75,1,1,0
1.339,-0.14009,-0.03649,1,-57.0,0.32367,922.75,1,1,1
0.69414,0.80152,0.11175,1,-67.5,4.6142,920.75,1,1,0
0.084423,0.97377,0.054735,1,-66.5,1.9942,925.75,1,1,0
1.1163,-0.048229,-0.12771,1,-59.5,1.1766,925.25,1,1,1
0.96383,0.02067,-0.19613,1,-56.5,5.3214,920.75,1,1,1
1.1514,-0.059712,-0.11631,1,-57.5,6.1298,923.25,1,1,1
0.24858,0.98526,0.020525,1,-65.0,5.5484,920.25,1,1,0
0.31893,0.97377,0.043332,1,-62.5,4.9164,925.25,1,1,0
0.77622,0.74411,0.15736,1,-67.0,1.0983,921.25,1,1,0
0.74105,0.79004,0.13456,1,-67.5,4.1126,921.25,1,1,0
0.69414,0.80152,0.11175,1,-67.5,4.6142,920.75,1,1,0
0.20168,1.0197,0.0091224,1,-64.5,4.197,925.75,1,1,0
1.3859,-0.16306,-0.025087,1,-57.5,6.1206,923.25,1,1,1
1.1514,-0.048229,-0.093505,1,-57.5,5.731,920.75,1,1,1
1.0459,0.0091865,-0.18473,1,-58.0,5.6236,923.75,1,1,1
1.257,-0.094162,-0.13912,1,-61.0,0.91272,925.25,1,1,1
0.22513,1.0197,-0.03649,1,-60.0,1.669,920.75,1,1,0
0.2134,1.0427,-0.047893,1,-58.5,0.67495,922.25,1,1,0
1.257,-0.094162,-0.070699,1,-58.0,5.6481,923.75,1,1,1
0.18995,1.0197,-0.047893,1,-59.5,5.395,923.75,1,1,0
1.0694,-0.01378,-0.13912,1,-56.5,4.8704,921.25,1,1,1
1.128,-0.048229,-0.10491,1,-57.5,6.1144,923.25,1,1,1
1.1866,-0.082679,-0.093505,1,-56.5,5.3214,920.75,1,1,1
0.74105,0.77856,0.13456,1,-67.5,0.59672,921.75,1,1,0
1.1397,-0.071196,-0.10491,1,-56.5,5.8552,920.25,1,1,1
1.2218,-0.094162,-0.059296,1,-62.5,0.26078,923.75,1,1,1
1.2687,-0.12861,-0.059296,1,-58.0,2.0785,924.25,1,1,1
0.77622,0.74411,0.15736,1,-67.0,1.0983,921.25,1,1,0
0.54171,0.81301,0.020525,1,-56.0,1.5202,923.75,1,1,0
1.0576,-0.0022966,-0.16192,1,-56.5,5.777,920.25,1,1,1
0.96383,0.0091865,-0.19613,1,-56.0,4.9317,921.25,1,1,1
0.20168,1.0312,-0.03649,1,-60.0,1.4143,921.25,1,1,0
0.36583,0.93932,0.077541,1,-64.5,5.9917,920.25,1,1,0
0.9521,0.02067,-0.19613,1,-56.0,4.8857,921.25,1,1,1
1.1749,-0.082679,-0.093505,1,-56.5,1.7319,921.25,1,1,1
1.2335,-0.10565,-0.070699,1,-59.0,1.6598,924.75,1,1,1
1.0107,-0.0022966,-0.19613,1,-60.5,0.68262,925.75,1,1,1
1.0459,0.0091865,-0.18473,1,-57.0,0.316,922.75,1,1,1
1.0576,-0.0022966,-0.16192,1,-56.5,5.7724,920.25,1,1,1
0.96383,0.0091865,-0.19613,1,-58.0,2.0632,924.25,1,1,1
0.98728,0.032153,-0.18473,1,-56.5,4.4117,921.75,1,1,1
1.0225,-0.0022966,-0.17333,1,-56.5,5.846,920.25,1,1,1
0.18995,1.0312,-0.047893,1,-59.5,6.2817,922.75,1,1,0
1.128,-0.048229,-0.11631,1,-56.5,5.8092,920.25,1,1,1
1.0459,-0.01378,-0.17333,1,-56.0,1.2548,921.75,1,1,1
1.1514,-0.059712,-0.11631,1,-57.0,5.7892,920.25,1,1,1
1.1632,-0.048229,-0.093505,1,-60.0,0.3927,920.25,1,1,1
0.69414,0.80152,0.11175,1,-67.5,4.6142,920.75,1,1,0
1.1514,-0.059712,-0.11631,1,-57.5,6.1298,923.25,1,1,1
1.1514,-0.059712,-0.11631,1,-56.5,4.8673,921.25,1,1,1
1.0694,-0.01378,-0.15052,1,-56.5,5.3137,920.75,1,1,1
1.1397,-0.071196,-0.11631,1,-57.0,0.35742,922.75,1,1,1
0.22513,1.0197,-0.03649,1,-60.0,1.669,920.75,1,1,0
1.2335,-0.094162,-0.059296,1,-60.0,6.1528,920.75,1,1,1
1.0459,-0.01378,-0.17333,1,-56.0,1.2548,921.75,1,1,1
0.79967,0.75559,0.16876,1,-68.0,0.36202,921.75,1,1,0
1.339,-0.15158,-0.059296,1,-56.5,0.69183,922.25,1,1,1
0.98728,0.032153,-0.19613,1,-57.0,0.31447,922.75,1,1,1
1.128,-0.036746,-0.12771,1,-56.5,5.3122,920.75,1,1,1
0.74105,0.77856,0.13456,1,-67.5,0.59672,921.75,1,1,0
0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,1,1,0
0.7645,0.76708,0.15736,1,-67.5,0.49548,921.75,1,1,0
1.1866,-0.071196,-0.093505,1,-56.0,1.7472,921.25,1,1,1
0.48309,0.83597,0.066138,1,-59.5,4.5329,925.25,1,1,0
1.0459,0.0091865,-0.18473,1,-59.0,1.6398,924.75,1,1,1
