x-axis,y-axis,z-axis,sensor,rssi,phase,frequency,room_id,gender,activity
0.7645,0.77856,0.12315,1,-59.5,4.0789,922.25,2,1,0
0.50654,0.92784,0.077541,1,-59.0,4.9701,920.75,2,1,0
0.025796,0.85894,0.19157,1,-59.5,0.58291,925.25,2,1,0
0.83485,0.77856,0.12315,1,-59.5,1.3438,920.25,2,1,0
0.57689,0.88191,0.020525,1,-67.5,5.0023,922.25,2,1,0
0.7176,0.80152,0.13456,1,-57.5,1.4803,921.25,2,1,0
0.88175,0.75559,0.14596,1,-64.0,4.8581,925.25,2,1,0
0.1665,0.90487,0.16876,1,-55.0,3.565,924.75,2,1,0
0.68242,0.84746,0.088944,1,-61.0,2.4007,924.75,2,1,0
0.7645,0.77856,0.12315,1,-59.5,0.80227,922.75,2,1,0
0.42446,0.95081,0.13456,1,-60.5,1.0646,922.25,2,1,0
0.96383,0.69818,0.21438,1,-60.5,6.1804,923.75,2,1,0
0.9052,0.36516,-0.54963,1,-70.0,4.2092,922.75,2,1,0
0.78795,0.79004,0.088944,1,-60.0,1.2195,920.25,2,1,0
0.72932,0.80152,0.054735,1,-60.5,0.48167,922.25,2,1,0
0.57689,0.88191,0.020525,1,-59.5,1.4834,924.75,2,1,0
0.42446,0.95081,0.13456,1,-59.5,4.5007,921.25,2,1,0
0.42446,0.95081,0.13456,1,-60.0,2.7182,920.25,2,1,0
0.72932,0.80152,0.054735,1,-60.5,0.45713,922.25,2,1,0
0.7645,0.77856,0.12315,1,-58.5,1.3085,921.75,2,1,0
0.50654,0.92784,0.077541,1,-60.5,1.9788,922.25,2,1,0
0.58862,0.90487,0.10035,1,-59.5,2.1307,920.25,2,1,0
0.96383,0.69818,0.21438,1,-60.5,5.7938,920.25,2,1,0
0.72932,0.80152,0.054735,1,-60.5,0.54763,922.25,2,1,0
0.83485,0.77856,0.12315,1,-60.0,1.4097,920.25,2,1,0
0.060972,0.98526,0.23718,1,-63.0,0.474,921.25,2,1,0
0.83485,0.77856,0.12315,1,-62.5,2.2534,923.75,2,1,0
0.70587,0.80152,0.054735,1,-59.5,4.987,920.25,2,1,0
0.68242,0.82449,0.066138,1,-60.0,0.10124,922.25,2,1,0
0.42446,0.95081,0.13456,1,-60.0,5.0867,920.25,2,1,0
0.74105,0.80152,0.11175,1,-58.5,0.82682,922.25,2,1,0
0.58862,0.90487,0.10035,1,-59.0,1.4021,920.25,2,1,0
1.1163,-0.025263,-0.03649,2,-58.5,5.7386,925.75,2,1,1
1.1045,-0.025263,-0.13912,2,-59.5,0.70256,925.25,2,1,1
1.0576,-0.059712,-0.047893,2,-58.5,5.5576,925.25,2,1,1
1.3742,-0.15158,0.043332,2,-58.5,6.0577,925.75,2,1,1
1.1632,-0.12861,0.0091224,2,-59.5,5.3337,925.75,2,1,1
1.1163,-0.10565,-0.013684,2,-59.0,5.372,925.75,2,1,1
1.1866,-0.082679,-0.025087,2,-58.0,5.846,925.75,2,1,1
1.3742,-0.15158,0.043332,2,-56.5,0.43565,924.25,2,1,1
1.1163,-0.082679,-0.013684,2,-58.5,5.9181,924.75,2,1,1
1.0811,-0.059712,-0.013684,2,-59.0,5.3797,925.75,2,1,1
1.3156,-0.20899,0.054735,2,-58.5,5.6635,925.25,2,1,1
1.0576,-0.082679,-0.03649,2,-59.0,0.59365,924.25,2,1,1
1.3156,-0.19751,0.077541,2,-58.5,5.8629,924.75,2,1,1
1.1163,-0.082679,-0.025087,2,-58.5,5.8629,924.75,2,1,1
1.1866,-0.094162,-0.082102,2,-58.5,5.9595,925.75,2,1,1
0.14305,0.93932,0.12315,2,-70.0,5.8751,922.75,2,1,0
1.0811,-0.059712,-0.013684,2,-59.0,5.8951,924.75,2,1,1
1.0576,0.0091865,-0.093505,2,-58.5,6.0255,925.75,2,1,1
1.2921,-0.17454,0.054735,2,-59.0,5.441,925.75,2,1,1
1.1983,-0.082679,-0.03649,2,-59.0,6.0608,925.75,2,1,1
1.0928,-0.01378,-0.059296,2,-58.5,5.7494,925.75,2,1,1
1.128,-0.094162,-0.0022806,2,-58.5,5.573,925.25,2,1,1
1.1983,-0.14009,0.020525,2,-58.5,5.3597,925.75,2,1,1
1.3273,-0.11713,-0.13912,2,-58.5,0.53076,925.75,2,1,1
1.0811,-0.01378,-0.070699,2,-58.5,5.8368,925.75,2,1,1
1.0928,-0.082679,-0.03649,2,-58.5,5.6635,925.25,2,1,1
0.48309,0.69818,-0.60664,2,-63.0,5.7049,921.75,2,1,0
1.3273,-0.11713,-0.13912,2,-59.0,0.2347,925.25,2,1,1
0.99901,0.043636,-0.12771,2,-54.0,5.7294,920.25,2,1,1
0.68242,0.43406,-0.66366,2,-51.5,0.16874,923.75,2,1,0
1.1749,-0.11713,0.0091224,2,-59.0,5.306,925.75,2,1,1
0.79967,0.33072,-0.447,2,-49.0,1.0769,921.25,2,1,1
1.1983,-0.11713,0.020525,2,-58.5,5.5929,925.25,2,1,1
1.1749,-0.12861,0.020525,2,-58.0,6.231,924.25,2,1,1
1.1983,-0.11713,0.020525,2,-56.0,1.3714,921.75,2,1,1
1.1749,-0.12861,0.0091224,2,-59.0,5.6343,925.25,2,1,1
1.3156,-0.20899,0.054735,2,-58.5,5.9472,924.75,2,1,1
1.128,-0.10565,-0.0022806,2,-59.0,5.2769,925.75,2,1,1
0.9521,0.0091865,-0.10491,2,-52.0,1.3422,923.25,2,1,1
1.1749,-0.11713,-0.070699,2,-58.5,5.9288,925.75,2,1,1
1.339,-0.20899,0.066138,2,-59.0,5.4456,925.75,2,1,1
1.0576,-0.071196,-0.047893,2,-58.5,5.7233,925.25,2,1,1
1.0928,-0.071196,-0.11631,2,-58.5,5.9288,925.75,2,1,1
1.2101,-0.15158,0.031928,2,-58.5,5.8951,924.75,2,1,1
1.1397,-0.036746,-0.03649,2,-58.5,5.7524,925.75,2,1,1
1.339,-0.11713,0.043332,2,-58.5,5.7448,925.75,2,1,1
1.1163,-0.10565,-0.013684,2,-58.5,0.14726,923.75,2,1,1
1.2687,-0.16306,0.054735,2,-58.5,5.5975,925.25,2,1,1
1.0694,-0.082679,-0.03649,2,-59.0,5.4303,925.75,2,1,1
1.1749,-0.12861,0.0091224,2,-58.5,5.645,925.25,2,1,1
1.3273,-0.18603,0.054735,2,-58.5,6.2464,924.25,2,1,1
1.1514,-0.048229,-0.047893,2,-57.5,6.119,925.25,2,1,1
1.0811,-0.082679,-0.03649,2,-59.0,5.5898,925.25,2,1,1
1.1045,-0.01378,-0.059296,2,-54.5,1.534,922.25,2,1,1
1.1632,-0.12861,0.0091224,2,-58.5,5.8844,924.75,2,1,1
0.99901,-0.0022966,-0.15052,2,-54.0,6.0178,920.25,2,1,1
1.0928,-0.059712,-0.11631,2,-55.0,5.349,921.25,2,1,1
1.3273,-0.17454,0.054735,2,-58.0,5.8828,924.75,2,1,1
0.99901,0.02067,-0.11631,2,-58.5,5.7463,925.75,2,1,1
1.0342,-0.036746,-0.059296,2,-58.5,5.5668,925.25,2,1,1
1.0459,-0.048229,-0.047893,2,-58.5,5.6098,925.25,2,1,1
0.94038,-0.0022966,-0.10491,2,-53.0,0.30219,920.25,2,1,1
1.1514,-0.11713,0.020525,2,-59.0,5.3551,925.75,2,1,1
1.3273,-0.18603,0.077541,2,-58.5,5.5776,925.25,2,1,1
1.128,-0.082679,-0.0022806,2,-58.5,5.6404,925.25,2,1,1
1.128,-0.048229,-0.047893,2,-58.5,5.78,925.75,2,1,1
1.0928,0.12402,-0.12771,2,-50.0,5.8552,920.75,2,1,1
1.0694,-0.059712,-0.047893,2,-59.0,5.5545,925.25,2,1,1
1.0928,-0.025263,-0.059296,2,-58.5,5.8414,925.75,2,1,1
1.2101,-0.19751,0.043332,2,-59.0,5.5239,925.75,2,1,1
1.0928,-0.094162,-0.013684,3,-60.0,2.2856,922.25,2,1,1
1.0928,-0.094162,-0.013684,3,-60.0,5.0744,922.75,2,1,1
1.3625,-0.14009,0.043332,3,-62.0,5.033,923.25,2,1,1
1.1632,-0.12861,-0.013684,3,-60.0,1.0201,924.25,2,1,1
1.1163,-0.082679,-0.025087,3,-60.0,4.7492,923.25,2,1,1
1.0459,-0.025263,-0.13912,3,-61.5,1.807,923.75,2,1,1
1.1632,-0.12861,0.0091224,3,-61.5,0.11045,920.75,2,1,1
1.1045,-0.048229,-0.047893,3,-63.0,0.27151,925.75,2,1,1
1.1045,-0.059712,-0.11631,3,-62.5,4.0114,920.25,2,1,1
1.0459,-0.048229,-0.047893,3,-60.0,4.47,923.75,2,1,1
1.1514,-0.15158,-0.0022806,3,-61.5,0.033748,925.75,2,1,1
1.0811,-0.071196,-0.03649,3,-60.0,1.9497,922.75,2,1,1
1.0811,-0.071196,-0.03649,3,-60.5,5.7632,921.75,2,1,1
1.2452,-0.10565,0.0091224,3,-62.5,0.24697,925.75,2,1,1
1.2804,-0.11713,0.020525,3,-62.5,0.56604,925.25,2,1,1
1.0342,0.0091865,-0.082102,3,-62.0,1.5815,923.75,2,1,1
1.3039,-0.15158,-0.03649,3,-62.0,1.5033,924.25,2,1,1
1.3273,-0.18603,0.066138,3,-60.5,5.7984,921.75,2,1,1
1.1514,-0.036746,-0.03649,3,-62.0,1.5846,923.75,2,1,1
0.96383,0.02067,-0.11631,3,-63.0,3.7782,920.25,2,1,1
