x-axis,y-axis,z-axis,sensor,rssi,phase,frequency,room_id,gender,activity
0.084423,1.1231,-0.32157,1,-68.5,4.4731,922.75,2,0,0
0.58862,0.85894,-0.047893,1,-50.0,5.0744,922.75,2,0,0
0.1665,0.92784,-0.025087,1,-50.5,2.2795,921.75,2,0,0
0.68242,0.76708,-0.23034,1,-52.5,1.8699,922.75,2,0,0
0.92865,0.68669,0.020525,1,-69.0,4.8412,924.75,2,0,0
0.91693,0.87042,0.11175,1,-51.5,0.01534,923.25,2,0,0
0.42446,0.75559,-0.15052,1,-62.0,0.26231,920.25,2,0,0
0.91693,0.87042,0.11175,1,-53.0,0.23317,923.25,2,0,0
0.88175,0.61779,0.020525,1,-64.0,0.1626,925.25,2,0,0
0.28376,0.29627,-0.99434,2,-52.5,1.1904,922.75,2,0,1
0.15478,0.33072,-1.0514,2,-52.0,1.4619,922.25,2,0,1
0.24858,0.33072,-1.0286,2,-52.5,0.72864,924.25,2,0,1
0.42446,0.28478,-0.94873,2,-51.5,0.98175,923.75,2,0,1
0.37756,0.33072,-0.97154,2,-52.5,0.67188,924.25,2,0,1
0.14305,0.30775,-1.0628,2,-50.5,2.5878,920.25,2,0,1
0.2134,0.28478,-1.04,2,-51.0,5.8015,920.75,2,0,1
0.42446,0.29627,-0.94873,2,-49.5,2.5541,920.75,2,0,1
0.1665,0.31923,-1.0514,2,-55.0,0.10738,924.75,2,0,1
0.27203,0.36516,-1.0172,2,-50.0,2.5127,921.25,2,0,1
0.35411,0.19292,-1.0514,2,-47.0,3.7659,920.25,2,0,1
0.2603,0.33072,-1.0057,2,-49.5,5.938,920.75,2,0,1
0.42446,0.28478,-0.94873,2,-53.5,0.158,925.25,2,0,1
0.2603,0.33072,-1.0172,2,-50.5,5.915,920.75,2,0,1
0.15478,0.3422,-1.0286,2,-51.5,2.0387,921.75,2,0,1
0.67069,0.19292,-0.88031,2,-50.0,2.1123,921.75,2,0,1
0.29548,0.3422,-0.99434,2,-49.5,2.4989,921.25,2,0,1
0.47136,0.22737,-0.92593,2,-51.0,2.2488,921.75,2,0,1
0.2603,0.3422,-1.0172,2,-50.0,2.2151,921.75,2,0,1
0.60034,0.2044,-0.88031,2,-49.5,2.1138,921.75,2,0,1
0.1665,0.31923,-1.0514,2,-52.5,1.1305,922.75,2,0,1
0.49481,0.25033,-0.91452,2,-50.0,2.5418,921.25,2,0,1
0.41273,0.30775,-0.94873,2,-49.5,5.9979,920.75,2,0,1
0.37756,0.30775,-0.97154,2,-50.0,2.436,921.25,2,0,1
0.28376,0.35368,-1.0172,2,-50.0,0.064427,920.25,2,0,1
0.45964,0.19292,-0.96014,2,-51.0,2.0586,921.75,2,0,1
0.30721,0.25033,-1.04,2,-51.0,6.1375,920.25,2,0,1
0.30721,0.3422,-0.99434,2,-50.0,6.2709,920.25,2,0,1
0.38928,0.30775,-0.98294,2,-52.5,0.93573,923.75,2,0,1
0.2134,0.36516,-1.0172,2,-52.0,5.9472,920.75,2,0,1
0.22513,0.33072,-1.0286,2,-51.5,1.6659,921.75,2,0,1
0.36583,0.33072,-0.99434,2,-49.5,5.9304,920.75,2,0,1
0.43619,0.30775,-0.96014,2,-49.5,2.1644,921.75,2,0,1
0.27203,0.3422,-1.0286,2,-51.0,1.6153,922.75,2,0,1
0.30721,0.33072,-1.0172,2,-53.0,0.40957,924.75,2,0,1
0.20168,0.33072,-1.04,2,-53.0,0.94493,923.25,2,0,1
0.47136,0.28478,-0.96014,2,-51.5,1.4297,922.25,2,0,1
0.24858,0.31923,-0.99434,2,-50.0,2.008,921.75,2,0,1
0.15478,0.33072,-1.04,2,-52.5,1.172,922.75,2,0,1
0.1665,0.33072,-1.0514,2,-50.5,5.7448,920.25,2,0,1
0.23685,0.3422,-1.0172,2,-51.0,1.5294,922.75,2,0,1
0.29548,0.33072,-1.0172,2,-51.0,1.3023,923.25,2,0,1
0.38928,0.28478,-0.97154,2,-51.0,1.6122,922.75,2,0,1
0.45964,0.39961,-0.97154,2,-49.0,1.7181,922.25,2,0,1
0.2603,0.33072,-1.0286,2,-51.0,1.5263,922.75,2,0,1
0.29548,0.33072,-1.0172,2,-50.5,1.5417,922.75,2,0,1
0.49481,0.18143,-0.92593,2,-53.5,0.89891,923.25,2,0,1
0.20168,0.2733,-1.0628,2,-53.5,0.66728,924.25,2,0,1
0.58862,0.18143,-0.89172,2,-50.0,2.2181,921.75,2,0,1
0.45964,0.2733,-0.94873,2,-52.0,0.69489,924.25,2,0,1
0.35411,0.2733,-0.97154,2,-52.0,1.175,922.75,2,0,1
0.22513,0.35368,-1.0286,2,-50.0,1.8822,922.25,2,0,1
0.56517,0.1355,-0.91452,2,-51.5,1.5263,922.75,2,0,1
0.27203,0.33072,-1.0172,2,-49.5,2.4712,921.25,2,0,1
0.10787,0.35368,-1.0742,2,-50.5,2.2887,920.75,2,0,1
0.24858,0.33072,-1.0286,2,-49.5,2.4666,921.25,2,0,1
0.1665,0.37665,-1.0286,2,-52.0,6.0101,920.75,2,0,1
0.2603,0.33072,-1.0172,2,-49.5,2.5249,921.25,2,0,1
0.2134,0.3422,-1.0286,2,-50.0,1.8822,922.25,2,0,1
0.15478,0.33072,-1.0514,2,-50.5,2.5848,920.25,2,0,1
0.22513,0.28478,-1.04,2,-51.0,2.0417,921.75,2,0,1
0.27203,0.35368,-0.92593,2,-49.5,6.1329,920.25,2,0,1
0.54171,0.22737,-0.91452,2,-49.5,5.9979,920.75,2,0,1
0.30721,0.33072,-0.99434,2,-51.0,1.2272,923.25,2,0,1
0.43619,0.25033,-0.96014,2,-50.5,2.2411,921.75,2,0,1
0.27203,0.31923,-1.0172,2,-49.5,2.8026,920.75,2,0,1
0.34238,0.15847,-0.99434,2,-47.0,2.6246,921.75,2,0,1
0.14305,0.33072,-1.0514,2,-51.0,2.0034,921.25,2,0,1
0.36583,0.35368,-0.99434,2,-50.5,1.6552,922.25,2,0,1
0.14305,0.31923,-1.0628,2,-52.0,1.4051,922.25,2,0,1
0.24858,0.3422,-1.0172,2,-52.0,1.0446,923.75,2,0,1
0.24858,0.3422,-1.0172,2,-50.0,0.0076699,920.25,2,0,1
0.38928,0.22737,-0.94873,2,-52.0,1.4343,922.25,2,0,1
0.27203,0.33072,-1.0057,2,-49.5,0.026078,920.25,2,0,1
0.47136,0.25033,-0.94873,2,-49.5,0.0061359,920.25,2,0,1
0.14305,0.33072,-1.0628,2,-52.5,1.1397,922.75,2,0,1
0.28376,0.33072,-1.0172,2,-50.0,6.0285,920.25,2,0,1
0.23685,0.28478,-1.04,2,-51.0,6.1175,920.25,2,0,1
0.20168,0.28478,-1.0514,2,-51.0,2.9974,920.25,2,0,1
0.67069,0.79004,-0.12771,2,-59.5,6.2663,922.75,2,0,0
0.41273,0.28478,-0.97154,2,-50.5,1.8791,922.25,2,0,1
0.40101,0.22737,-0.96014,2,-52.5,1.1428,922.75,2,0,1
0.18995,0.28478,-1.0628,2,-51.0,2.4022,921.25,2,0,1
0.52999,0.22737,-0.90312,2,-50.5,5.9948,920.75,2,0,1
0.29548,0.33072,-1.0057,2,-49.5,2.4712,921.25,2,0,1
0.2603,0.33072,-1.0172,2,-50.5,1.6122,922.75,2,0,1
0.24858,0.3422,-1.0172,2,-50.0,2.4513,921.25,2,0,1
0.35411,0.3422,-0.99434,2,-50.0,1.9528,921.75,2,0,1
0.38928,0.22737,-0.97154,2,-52.5,1.195,922.75,2,0,1
0.22513,0.29627,-1.04,2,-52.0,1.491,922.75,2,0,1
0.20168,0.28478,-1.0514,2,-51.0,6.1237,920.25,2,0,1
0.13132,0.33072,-1.0628,2,-51.5,1.6245,921.75,2,0,1
0.48309,0.87042,0.043332,2,-62.5,3.6478,924.25,2,0,0
0.24858,0.3422,-1.0172,2,-51.0,1.5263,922.75,2,0,1
0.28376,0.3422,-1.0057,2,-50.0,6.0393,920.25,2,0,1
0.15478,0.33072,-1.0514,2,-51.5,1.9758,921.25,2,0,1
0.28376,0.3422,-1.0057,2,-51.0,2.5541,921.25,2,0,1
0.24858,0.33072,-1.0286,2,-51.0,1.511,922.75,2,0,1
0.20168,0.3422,-1.04,2,-51.0,1.939,922.25,2,0,1
0.48309,0.23885,-0.93733,2,-51.5,1.1275,923.25,2,0,1
0.44791,0.2733,-0.94873,2,-49.5,0.049087,920.25,2,0,1
0.30721,0.3422,-1.0172,2,-49.5,5.9733,920.75,2,0,1
0.28376,0.31923,-1.0172,2,-49.5,2.439,921.25,2,0,1
0.67069,0.79004,-0.12771,2,-62.5,4.9179,924.75,2,0,0
0.51826,0.16995,-0.92593,2,-51.5,2.0525,921.75,2,0,1
0.48309,0.19292,-0.93733,2,-51.0,1.7012,921.75,2,0,1
0.51826,0.22737,-0.90312,2,-49.5,2.1629,921.75,2,0,1
0.30721,0.33072,-1.0057,2,-49.5,2.5633,920.75,2,0,1
0.24858,0.3422,-1.0172,2,-50.0,6.274,920.25,2,0,1
0.1196,0.33072,-1.0514,2,-50.5,2.278,920.75,2,0,1
0.29548,0.33072,-1.0172,2,-50.5,1.534,922.75,2,0,1
0.15478,0.31923,-1.0628,2,-51.0,1.9712,921.25,2,0,1
0.18995,0.33072,-1.04,2,-51.5,1.6858,921.75,2,0,1
0.40101,0.33072,-0.96014,2,-51.5,1.3913,922.75,2,0,1
0.52999,0.33072,-0.91452,2,-50.0,2.5495,921.25,2,0,1
0.2603,0.3422,-1.0172,2,-50.0,2.1951,921.75,2,0,1
0.17823,0.33072,-1.0514,2,-50.5,2.6001,920.25,2,0,1
0.15478,0.33072,-1.04,2,-52.5,1.1674,922.75,2,0,1
0.37756,0.31923,-0.98294,2,-50.0,3.1937,920.25,2,0,1
0.17823,0.26182,-1.0286,2,-52.0,1.6904,921.75,2,0,1
0.34238,0.30775,-0.98294,2,-52.0,1.4174,923.25,2,0,1
