x-axis,y-axis,z-axis,sensor,rssi,phase,frequency,room_id,gender,activity
0.33066,1.0082,-0.11631,1,-68.0,0.71023,921.75,2,0,0
-0.11491,1.0427,-0.28736,1,-70.5,5.6757,920.75,2,0,0
0.33066,0.99674,-0.03649,1,-53.0,5.0913,922.25,2,0,0
0.13132,1.0082,-0.11631,1,-48.0,0.19788,921.25,2,0,0
0.13132,0.98526,-0.10491,1,-51.5,3.4699,920.75,2,0,0
0.36583,0.92784,-0.047893,1,-51.5,4.3565,922.75,2,0,0
0.084423,0.89339,0.020525,1,-68.0,0.082835,921.75,2,0,0
0.2603,1.0542,-0.059296,1,-53.0,5.28,924.75,2,0,0
0.38928,0.90487,-0.03649,1,-51.0,3.6877,920.25,2,0,0
0.34238,0.92784,0.031928,1,-52.0,1.7288,922.25,2,0,0
0.15478,1.0197,-0.03649,1,-51.0,4.2859,921.25,2,0,0
0.22513,1.0082,-0.025087,1,-63.5,4.1157,923.25,2,0,0
-0.0093803,1.0197,-0.13912,1,-51.5,1.5846,921.75,2,0,0
0.2603,1.0542,-0.059296,1,-53.5,1.1505,922.75,2,0,0
0.34238,0.93932,0.020525,1,-53.5,2.1123,923.75,2,0,0
0.23685,1.0082,-0.070699,1,-67.0,1.014,922.75,2,0,0
-0.0093803,1.1001,-0.082102,1,-51.5,1.4481,921.25,2,0,0
-0.0093803,0.98526,-0.13912,1,-60.0,4.9394,924.25,2,0,0
0.34238,0.93932,0.020525,1,-54.0,1.6153,922.75,2,0,0
0.14305,1.0542,-0.11631,1,-66.0,6.1467,920.75,2,0,0
0.35411,0.91636,-0.013684,1,-53.5,5.4702,923.25,2,0,0
0.33066,0.99674,-0.03649,1,-53.0,5.0499,921.75,2,0,0
0.10787,1.0197,-0.10491,1,-51.0,4.2307,920.75,2,0,0
0.62379,0.85894,-0.013684,1,-69.0,5.4211,920.75,2,0,0
1.1983,0.1355,-0.11631,2,-59.5,5.5285,924.75,2,0,1
0.20168,1.0197,-0.11631,2,-59.5,5.8644,925.75,2,0,0
0.41273,0.93932,-0.093505,2,-66.0,5.7018,923.75,2,0,0
0.20168,1.0197,-0.082102,2,-65.5,1.9681,920.75,2,0,0
0.24858,0.15847,-0.98294,2,-58.0,1.241,922.75,2,0,1
0.43619,0.87042,0.020525,2,-59.5,0.11965,920.25,2,0,0
0.67069,0.79004,-0.32157,2,-51.0,2.4053,920.25,2,0,0
0.24858,0.67521,-0.8119,2,-48.5,0.58751,920.75,2,0,0
0.1196,0.98526,-0.16192,2,-64.0,6.2786,924.25,2,0,0
0.50654,0.36516,-0.91452,2,-51.5,2.6001,923.75,2,0,1
0.28376,0.15847,-0.96014,2,-59.0,5.9058,925.75,2,0,1
0.36583,0.69818,-0.77769,2,-49.0,5.9227,921.75,2,0,0
0.1196,0.22737,-1.0172,2,-58.5,0.48014,924.25,2,0,1
0.20168,1.0197,-0.11631,2,-60.0,0.49701,924.25,2,0,0
0.31893,0.96229,-0.013684,2,-67.5,2.0663,925.25,2,0,0
0.20168,1.0197,-0.082102,2,-67.5,0.30219,923.25,2,0,0
0.13132,0.21588,-1.0057,2,-58.5,5.9242,925.75,2,0,1
0.14305,0.21588,-1.0172,2,-58.0,0.50315,924.25,2,0,1
0.77622,0.23885,-0.64085,2,-51.5,4.0267,921.25,2,0,1
0.36583,0.69818,-0.77769,2,-49.0,5.8675,921.75,2,0,0
0.49481,0.33072,-0.85751,2,-48.0,6.0562,924.25,2,0,1
0.84658,0.055119,-0.8233,2,-49.0,1.9528,922.75,2,0,1
0.58862,0.43406,-0.77769,2,-48.5,5.1327,921.25,2,0,0
0.1665,0.2044,-1.0057,2,-58.0,0.68569,923.75,2,0,1
0.33066,1.0197,-0.10491,2,-60.0,0.36049,923.75,2,0,0
0.45964,0.51445,-0.86891,2,-48.0,0.30986,922.25,2,0,0
0.84658,0.055119,-0.8233,2,-49.0,1.9604,922.75,2,0,1
0.28376,0.95081,-0.33297,2,-50.0,2.6078,920.25,2,0,0
0.49481,0.33072,-0.85751,2,-48.0,6.0209,924.25,2,0,1
0.42446,0.25033,-0.91452,2,-51.5,1.0431,924.75,2,0,1
-0.41977,0.92784,-0.047893,2,-63.0,0.63967,921.25,2,0,0
0.096148,0.25033,-1.0286,2,-58.5,6.2249,925.25,2,0,1
0.14305,0.21588,-1.0057,2,-58.5,0.20555,924.75,2,0,1
0.13132,0.21588,-1.0057,2,-58.0,1.0048,923.25,2,0,1
0.30721,0.81301,-0.67506,2,-58.5,0.85289,924.75,2,0,0
0.14305,0.22737,-1.0172,2,-58.5,6.1727,925.25,2,0,1
0.096148,0.23885,-1.04,2,-59.0,5.9779,925.75,2,0,1
1.1749,-0.059712,-0.48121,2,-51.5,2.37,922.75,2,0,1
0.33066,0.96229,-0.025087,2,-61.0,3.8365,925.75,2,0,0
0.83485,0.25033,-0.60664,2,-52.0,0.92039,925.25,2,0,1
0.1196,0.23885,-1.0172,2,-58.5,5.9549,925.75,2,0,1
0.44791,0.68669,-0.74348,2,-47.0,4.5483,922.25,2,0,0
0.54171,0.35368,-0.94873,2,-50.5,0.03068,921.75,2,0,1
0.084423,0.22737,-1.0172,2,-59.0,5.9871,925.75,2,0,1
0.096148,1.0427,-0.12771,2,-60.5,0.67495,924.25,2,0,0
0.18995,0.15847,-0.98294,2,-58.5,6.0117,925.75,2,0,1
0.29548,0.15847,-0.96014,2,-58.5,5.9994,925.75,2,0,1
0.13132,0.21588,-1.0172,2,-58.0,0.45252,924.25,2,0,1
0.36583,0.12402,-0.93733,2,-58.0,0.65194,923.75,2,0,1
0.13132,0.22737,-1.0172,2,-59.0,5.9258,925.75,2,0,1
0.40101,0.97377,-0.13912,2,-63.5,2.0555,920.25,2,0,0
-0.26734,0.91636,0.12315,2,-58.5,5.7724,920.75,2,0,0
0.43619,0.31923,-0.89172,2,-49.0,2.2457,924.75,2,0,1
-0.10318,0.2733,-1.1312,2,-58.0,1.6245,922.25,2,0,1
0.096148,0.2733,-1.04,2,-59.0,0.11351,924.75,2,0,1
0.10787,0.22737,-1.0172,2,-58.5,0.49854,924.25,2,0,1
0.84658,0.055119,-0.8233,2,-49.0,1.9129,922.75,2,0,1
0.14305,1.0082,0.0091224,2,-51.5,6.2786,920.25,2,0,0
